MergeEnoughVotes(1)	20714	NA
MajorityVoteWithNN(0.5)	20714	NA
Matlab GP	20714	NA
MajorityVote	20714	NA
MergeEnoughVotes(1)	20714	NA
MajorityVoteWithNN(0.5)	20714	1.0000
Matlab GP	20714	NA
MajorityVote	20714	NA
MergeEnoughVotes(1)	20714	NA
MajorityVoteWithNN(0.5)	20714	NA
Matlab GP	20714	NA
MajorityVote	20714	NA
MergeEnoughVotes(1)	20714	NA
MajorityVoteWithNN(0.5)	20714	0.9000
Matlab GP	20714	NA
MajorityVote	20714	NA
MergeEnoughVotes(1)	20714	NA
MajorityVoteWithNN(0.5)	20714	NA
Matlab GP	20714	NA
MajorityVote	20714	NA
MergeEnoughVotes(1)	20714	NA
MajorityVoteWithNN(0.5)	20714	NA
Matlab GP	20714	NA
MajorityVote	20714	NA
MergeEnoughVotes(1)	20714	0.8000
MajorityVoteWithNN(0.5)	20714	NA
Matlab GP	20714	NA
MajorityVote	20714	NA
MergeEnoughVotes(1)	20714	NA
MajorityVoteWithNN(0.5)	20714	NA
Matlab GP	20714	NA
MajorityVote	20714	NA
MergeEnoughVotes(1)	20714	NA
MajorityVoteWithNN(0.5)	20714	NA
Matlab GP	20714	NA
MajorityVote	20714	NA
MergeEnoughVotes(1)	20714	NA
MajorityVoteWithNN(0.5)	20714	NA
Matlab GP	20714	NA
MajorityVote	20714	NA
MergeEnoughVotes(1)	20696	NA
MajorityVoteWithNN(0.5)	20696	NA
Matlab GP	20696	NA
MajorityVote	20696	0.7000
MergeEnoughVotes(1)	20696	NA
MajorityVoteWithNN(0.5)	20696	NA
Matlab GP	20696	NA
MajorityVote	20696	NA
MergeEnoughVotes(1)	20696	0.6000
MajorityVoteWithNN(0.5)	20696	NA
Matlab GP	20696	NA
MajorityVote	20696	0.3000
MergeEnoughVotes(1)	20696	0.6000
MajorityVoteWithNN(0.5)	20696	NA
Matlab GP	20696	NA
MajorityVote	20696	NA
MergeEnoughVotes(1)	20696	0.7000
MajorityVoteWithNN(0.5)	20696	NA
Matlab GP	20696	0.8000
MajorityVote	20696	0.5000
MergeEnoughVotes(1)	20696	NA
MajorityVoteWithNN(0.5)	20696	NA
Matlab GP	20696	NA
MajorityVote	20696	NA
MergeEnoughVotes(1)	20696	NA
MajorityVoteWithNN(0.5)	20696	NA
Matlab GP	20696	NA
MajorityVote	20696	NA
MergeEnoughVotes(1)	20696	NA
MajorityVoteWithNN(0.5)	20696	0.6000
Matlab GP	20696	NA
MajorityVote	20696	NA
MergeEnoughVotes(1)	20696	NA
MajorityVoteWithNN(0.5)	20696	NA
Matlab GP	20696	NA
MajorityVote	20696	NA
MergeEnoughVotes(1)	20696	0.5000
MajorityVoteWithNN(0.5)	20696	NA
Matlab GP	20696	NA
MajorityVote	20696	NA
MergeEnoughVotes(1)	20714	NA
MajorityVoteWithNN(0.5)	20714	NA
Matlab GP	20714	0.9000
MajorityVote	20714	NA
MergeEnoughVotes(1)	20714	NA
MajorityVoteWithNN(0.5)	20714	NA
Matlab GP	20714	NA
MajorityVote	20714	NA
MergeEnoughVotes(1)	20714	NA
MajorityVoteWithNN(0.5)	20714	NA
Matlab GP	20714	NA
MajorityVote	20714	NA
MergeEnoughVotes(1)	20714	NA
MajorityVoteWithNN(0.5)	20714	NA
Matlab GP	20714	NA
MajorityVote	20714	NA
MergeEnoughVotes(1)	20714	NA
MajorityVoteWithNN(0.5)	20714	NA
Matlab GP	20714	NA
MajorityVote	20714	NA
MergeEnoughVotes(1)	20714	NA
MajorityVoteWithNN(0.5)	20714	NA
Matlab GP	20714	NA
MajorityVote	20714	NA
MergeEnoughVotes(1)	20714	NA
MajorityVoteWithNN(0.5)	20714	NA
Matlab GP	20714	1.0000
MajorityVote	20714	NA
MergeEnoughVotes(1)	20714	NA
MajorityVoteWithNN(0.5)	20714	NA
Matlab GP	20714	0.9000
MajorityVote	20714	NA
MergeEnoughVotes(1)	20714	1.0000
MajorityVoteWithNN(0.5)	20714	NA
Matlab GP	20714	NA
MajorityVote	20714	NA
MergeEnoughVotes(1)	20714	NA
MajorityVoteWithNN(0.5)	20714	NA
Matlab GP	20714	NA
MajorityVote	20714	NA
MergeEnoughVotes(1)	20696	NA
MajorityVoteWithNN(0.5)	20696	NA
Matlab GP	20696	0.7000
MajorityVote	20696	0.6000
MergeEnoughVotes(1)	20696	NA
MajorityVoteWithNN(0.5)	20696	NA
Matlab GP	20696	NA
MajorityVote	20696	NA
MergeEnoughVotes(1)	20696	NA
MajorityVoteWithNN(0.5)	20696	NA
Matlab GP	20696	NA
MajorityVote	20696	0.4000
MergeEnoughVotes(1)	20696	0.7000
MajorityVoteWithNN(0.5)	20696	NA
Matlab GP	20696	NA
MajorityVote	20696	NA
MergeEnoughVotes(1)	20696	0.7000
MajorityVoteWithNN(0.5)	20696	NA
Matlab GP	20696	0.7000
MajorityVote	20696	NA
MergeEnoughVotes(1)	20696	0.7000
MajorityVoteWithNN(0.5)	20696	NA
Matlab GP	20696	NA
MajorityVote	20696	NA
MergeEnoughVotes(1)	20696	NA
MajorityVoteWithNN(0.5)	20696	NA
Matlab GP	20696	NA
MajorityVote	20696	NA
MergeEnoughVotes(1)	20696	NA
MajorityVoteWithNN(0.5)	20696	NA
Matlab GP	20696	0.5000
MajorityVote	20696	NA
MergeEnoughVotes(1)	20696	NA
MajorityVoteWithNN(0.5)	20696	NA
Matlab GP	20696	0.7000
MajorityVote	20696	NA
MergeEnoughVotes(1)	20696	NA
MajorityVoteWithNN(0.5)	20696	0.5000
Matlab GP	20696	NA
MajorityVote	20696	NA
MergeEnoughVotes(1)	20916	0.5000
MajorityVoteWithNN(0.5)	20916	0.8000
Matlab GP	20916	0.7000
MajorityVote	20916	0.6000
MergeEnoughVotes(1)	20916	0.4000
MajorityVoteWithNN(0.5)	20916	0.8000
Matlab GP	20916	0.7000
MajorityVote	20916	0.4000
MergeEnoughVotes(1)	20916	0.5000
MajorityVoteWithNN(0.5)	20916	0.4000
Matlab GP	20916	NA
MajorityVote	20916	0.6000
MergeEnoughVotes(1)	20916	0.5000
MajorityVoteWithNN(0.5)	20916	0.7000
Matlab GP	20916	NA
MajorityVote	20916	0.5000
MergeEnoughVotes(1)	20916	0.8000
MajorityVoteWithNN(0.5)	20916	0.7000
Matlab GP	20916	0.5000
MajorityVote	20916	0.6000
MergeEnoughVotes(1)	20916	0.7000
MajorityVoteWithNN(0.5)	20916	0.3000
Matlab GP	20916	0.5000
MajorityVote	20916	0.5000
MergeEnoughVotes(1)	20916	0.6000
MajorityVoteWithNN(0.5)	20916	0.7000
Matlab GP	20916	0.4000
MajorityVote	20916	0.7000
MergeEnoughVotes(1)	20916	NA
MajorityVoteWithNN(0.5)	20916	0.6000
Matlab GP	20916	0.8000
MajorityVote	20916	0.8000
MergeEnoughVotes(1)	20916	0.9000
MajorityVoteWithNN(0.5)	20916	0.6000
Matlab GP	20916	0.9000
MajorityVote	20916	0.8000
MergeEnoughVotes(1)	20916	0.4000
MajorityVoteWithNN(0.5)	20916	0.7000
Matlab GP	20916	NA
MajorityVote	20916	0.8000
MergeEnoughVotes(1)	20424	0.7000
MajorityVoteWithNN(0.5)	20424	NA
Matlab GP	20424	0.7000
MajorityVote	20424	0.7000
MergeEnoughVotes(1)	20424	NA
MajorityVoteWithNN(0.5)	20424	NA
Matlab GP	20424	0.7000
MajorityVote	20424	0.2000
MergeEnoughVotes(1)	20424	NA
MajorityVoteWithNN(0.5)	20424	NA
Matlab GP	20424	0.9000
MajorityVote	20424	NA
MergeEnoughVotes(1)	20424	NA
MajorityVoteWithNN(0.5)	20424	NA
Matlab GP	20424	0.9000
MajorityVote	20424	NA
MergeEnoughVotes(1)	20424	NA
MajorityVoteWithNN(0.5)	20424	NA
Matlab GP	20424	NA
MajorityVote	20424	0.5000
MergeEnoughVotes(1)	20424	0.8000
MajorityVoteWithNN(0.5)	20424	NA
Matlab GP	20424	0.6000
MajorityVote	20424	NA
MergeEnoughVotes(1)	20424	0.4000
MajorityVoteWithNN(0.5)	20424	0.6000
Matlab GP	20424	0.7000
MajorityVote	20424	NA
MergeEnoughVotes(1)	20424	0.7000
MajorityVoteWithNN(0.5)	20424	NA
Matlab GP	20424	NA
MajorityVote	20424	0.8000
MergeEnoughVotes(1)	20424	0.5000
MajorityVoteWithNN(0.5)	20424	0.4000
Matlab GP	20424	0.8000
MajorityVote	20424	0.6000
MergeEnoughVotes(1)	20424	0.8000
MajorityVoteWithNN(0.5)	20424	NA
Matlab GP	20424	NA
MajorityVote	20424	0.6000
MergeEnoughVotes(1)	20424	NA
MajorityVoteWithNN(0.5)	20424	0.5000
Matlab GP	20424	0.7000
MajorityVote	20424	0.4000
MergeEnoughVotes(1)	20424	0.7000
MajorityVoteWithNN(0.5)	20424	0.6000
Matlab GP	20424	0.7000
MajorityVote	20424	0.7000
MergeEnoughVotes(1)	20424	NA
MajorityVoteWithNN(0.5)	20424	NA
Matlab GP	20424	NA
MajorityVote	20424	0.5000
MergeEnoughVotes(1)	20424	0.5000
MajorityVoteWithNN(0.5)	20424	0.8000
Matlab GP	20424	NA
MajorityVote	20424	0.6000
MergeEnoughVotes(1)	20424	0.6000
MajorityVoteWithNN(0.5)	20424	NA
Matlab GP	20424	0.7000
MajorityVote	20424	NA
MergeEnoughVotes(1)	20424	NA
MajorityVoteWithNN(0.5)	20424	0.8000
Matlab GP	20424	0.8000
MajorityVote	20424	0.5000
MergeEnoughVotes(1)	20424	0.7000
MajorityVoteWithNN(0.5)	20424	0.4000
Matlab GP	20424	0.6000
MajorityVote	20424	NA
MergeEnoughVotes(1)	20424	0.5000
MajorityVoteWithNN(0.5)	20424	0.7000
Matlab GP	20424	0.7000
MajorityVote	20424	NA
MergeEnoughVotes(1)	20424	NA
MajorityVoteWithNN(0.5)	20424	NA
Matlab GP	20424	0.6000
MajorityVote	20424	NA
MergeEnoughVotes(1)	20424	0.7000
MajorityVoteWithNN(0.5)	20424	NA
Matlab GP	20424	0.9000
MajorityVote	20424	NA
MergeEnoughVotes(1)	20704	0.8000
MajorityVoteWithNN(0.5)	20704	0.8000
Matlab GP	20704	0.9000
MajorityVote	20704	0.6000
MergeEnoughVotes(1)	20704	1.0000
MajorityVoteWithNN(0.5)	20704	0.7000
Matlab GP	20704	0.9000
MajorityVote	20704	0.6000
MergeEnoughVotes(1)	20704	0.9000
MajorityVoteWithNN(0.5)	20704	0.5000
Matlab GP	20704	1.0000
MajorityVote	20704	0.8000
MergeEnoughVotes(1)	20704	0.9000
MajorityVoteWithNN(0.5)	20704	1.0000
Matlab GP	20704	NA
MajorityVote	20704	0.9000
MergeEnoughVotes(1)	20704	0.9000
MajorityVoteWithNN(0.5)	20704	0.7000
Matlab GP	20704	0.8000
MajorityVote	20704	NA
MergeEnoughVotes(1)	20704	0.8000
MajorityVoteWithNN(0.5)	20704	0.8000
Matlab GP	20704	1.0000
MajorityVote	20704	0.8000
MergeEnoughVotes(1)	20704	0.5000
MajorityVoteWithNN(0.5)	20704	NA
Matlab GP	20704	NA
MajorityVote	20704	0.7000
MergeEnoughVotes(1)	20704	0.7000
MajorityVoteWithNN(0.5)	20704	NA
Matlab GP	20704	0.8000
MajorityVote	20704	0.8000
MergeEnoughVotes(1)	20704	0.8000
MajorityVoteWithNN(0.5)	20704	1.0000
Matlab GP	20704	0.9000
MajorityVote	20704	0.8000
MergeEnoughVotes(1)	20704	0.8000
MajorityVoteWithNN(0.5)	20704	0.9000
Matlab GP	20704	1.0000
MajorityVote	20704	0.7000
MergeEnoughVotes(1)	20488	0.9000
MajorityVoteWithNN(0.5)	20488	0.7000
Matlab GP	20488	1.0000
MajorityVote	20488	0.7000
MergeEnoughVotes(1)	20488	0.7000
MajorityVoteWithNN(0.5)	20488	0.8000
Matlab GP	20488	0.6000
MajorityVote	20488	0.5000
MergeEnoughVotes(1)	20488	0.9000
MajorityVoteWithNN(0.5)	20488	0.8000
Matlab GP	20488	0.7000
MajorityVote	20488	0.6000
MergeEnoughVotes(1)	20488	0.8000
MajorityVoteWithNN(0.5)	20488	0.7000
Matlab GP	20488	1.0000
MajorityVote	20488	0.5000
MergeEnoughVotes(1)	20488	0.5000
MajorityVoteWithNN(0.5)	20488	0.7000
Matlab GP	20488	1.0000
MajorityVote	20488	0.6000
MergeEnoughVotes(1)	20488	0.5000
MajorityVoteWithNN(0.5)	20488	0.8000
Matlab GP	20488	0.9000
MajorityVote	20488	0.6000
MergeEnoughVotes(1)	20488	0.6000
MajorityVoteWithNN(0.5)	20488	0.8000
Matlab GP	20488	NA
MajorityVote	20488	0.5000
MergeEnoughVotes(1)	20488	0.8000
MajorityVoteWithNN(0.5)	20488	0.8000
Matlab GP	20488	1.0000
MajorityVote	20488	0.3000
MergeEnoughVotes(1)	20488	0.5000
MajorityVoteWithNN(0.5)	20488	0.7000
Matlab GP	20488	0.8000
MajorityVote	20488	0.6000
MergeEnoughVotes(1)	20488	1.0000
MajorityVoteWithNN(0.5)	20488	0.9000
Matlab GP	20488	0.7000
MajorityVote	20488	0.8000
MergeEnoughVotes(1)	20932	0.6000
MajorityVoteWithNN(0.5)	20932	0.6000
Matlab GP	20932	1.0000
MajorityVote	20932	0.5333
MergeEnoughVotes(1)	20932	0.6667
MajorityVoteWithNN(0.5)	20932	0.6667
Matlab GP	20932	0.6667
MajorityVote	20932	0.4667
MergeEnoughVotes(1)	20932	0.4000
MajorityVoteWithNN(0.5)	20932	0.5333
Matlab GP	20932	0.8667
MajorityVote	20932	0.6000
MergeEnoughVotes(1)	20932	0.4667
MajorityVoteWithNN(0.5)	20932	0.6667
Matlab GP	20932	0.2000
MajorityVote	20932	0.4667
MergeEnoughVotes(1)	20932	0.4000
MajorityVoteWithNN(0.5)	20932	0.4000
Matlab GP	20932	0.7333
MajorityVote	20932	0.6667
MergeEnoughVotes(1)	20932	0.5333
MajorityVoteWithNN(0.5)	20932	0.4000
Matlab GP	20932	0.8667
MajorityVote	20932	0.6000
MergeEnoughVotes(1)	20932	0.7333
MajorityVoteWithNN(0.5)	20932	0.6000
Matlab GP	20932	0.7333
MajorityVote	20932	0.6000
MergeEnoughVotes(1)	20932	0.4667
MajorityVoteWithNN(0.5)	20932	0.4667
Matlab GP	20932	0.8667
MajorityVote	20932	0.6000
MergeEnoughVotes(1)	20932	0.6000
MajorityVoteWithNN(0.5)	20932	0.6000
Matlab GP	20932	0.9333
MajorityVote	20932	0.6667
MergeEnoughVotes(1)	20932	0.4667
MajorityVoteWithNN(0.5)	20932	0.5333
Matlab GP	20932	0.6000
MajorityVote	20932	0.8000
MergeEnoughVotes(1)	20694	0.7500
MajorityVoteWithNN(0.5)	20694	0.8500
Matlab GP	20694	0.7500
MajorityVote	20694	0.6000
MergeEnoughVotes(1)	20694	0.6500
MajorityVoteWithNN(0.5)	20694	0.9000
Matlab GP	20694	NA
MajorityVote	20694	0.7500
MergeEnoughVotes(1)	20694	0.8000
MajorityVoteWithNN(0.5)	20694	0.5500
Matlab GP	20694	0.9000
MajorityVote	20694	0.8000
MergeEnoughVotes(1)	20694	0.8000
MajorityVoteWithNN(0.5)	20694	0.7500
Matlab GP	20694	0.6500
MajorityVote	20694	0.7500
MergeEnoughVotes(1)	20694	0.9000
MajorityVoteWithNN(0.5)	20694	0.7000
Matlab GP	20694	0.9000
MajorityVote	20694	0.6500
MergeEnoughVotes(1)	20694	0.7500
MajorityVoteWithNN(0.5)	20694	0.8000
Matlab GP	20694	0.7000
MajorityVote	20694	0.4500
MergeEnoughVotes(1)	20694	0.8000
MajorityVoteWithNN(0.5)	20694	0.6500
Matlab GP	20694	0.7500
MajorityVote	20694	0.8000
MergeEnoughVotes(1)	20694	0.7500
MajorityVoteWithNN(0.5)	20694	0.7500
Matlab GP	20694	0.7500
MajorityVote	20694	0.7000
MergeEnoughVotes(1)	20694	0.8500
MajorityVoteWithNN(0.5)	20694	0.8000
Matlab GP	20694	0.7500
MajorityVote	20694	0.6500
MergeEnoughVotes(1)	20694	0.7500
MajorityVoteWithNN(0.5)	20694	0.7500
Matlab GP	20694	0.7500
MajorityVote	20694	0.8000
MergeEnoughVotes(1)	20962	0.3000
MajorityVoteWithNN(0.5)	20962	0.6000
Matlab GP	20962	0.9000
MajorityVote	20962	0.8000
MergeEnoughVotes(1)	20962	0.6000
MajorityVoteWithNN(0.5)	20962	0.8000
Matlab GP	20962	0.7000
MajorityVote	20962	0.7000
MergeEnoughVotes(1)	20962	0.5000
MajorityVoteWithNN(0.5)	20962	0.4000
Matlab GP	20962	0.9000
MajorityVote	20962	0.7000
MergeEnoughVotes(1)	20962	0.6000
MajorityVoteWithNN(0.5)	20962	0.8000
Matlab GP	20962	0.7000
MajorityVote	20962	0.5000
MergeEnoughVotes(1)	20962	0.6000
MajorityVoteWithNN(0.5)	20962	0.7000
Matlab GP	20962	0.7000
MajorityVote	20962	0.5000
MergeEnoughVotes(1)	20962	0.6000
MajorityVoteWithNN(0.5)	20962	0.9000
Matlab GP	20962	0.7000
MajorityVote	20962	0.5000
MergeEnoughVotes(1)	20962	0.6000
MajorityVoteWithNN(0.5)	20962	0.8000
Matlab GP	20962	0.7000
MajorityVote	20962	0.4000
MergeEnoughVotes(1)	20962	0.5000
MajorityVoteWithNN(0.5)	20962	0.6000
Matlab GP	20962	0.7000
MajorityVote	20962	0.5000
MergeEnoughVotes(1)	20962	0.7000
MajorityVoteWithNN(0.5)	20962	0.6000
Matlab GP	20962	0.8000
MajorityVote	20962	0.7000
MergeEnoughVotes(1)	20962	0.8000
MajorityVoteWithNN(0.5)	20962	0.5000
Matlab GP	20962	0.4000
MajorityVote	20962	0.3000
MergeEnoughVotes(1)	20704	0.6000
MajorityVoteWithNN(0.5)	20704	0.5000
Matlab GP	20704	1.0000
MajorityVote	20704	0.7000
MergeEnoughVotes(1)	20704	0.7000
MajorityVoteWithNN(0.5)	20704	0.9000
Matlab GP	20704	1.0000
MajorityVote	20704	0.9000
MergeEnoughVotes(1)	20704	0.9000
MajorityVoteWithNN(0.5)	20704	0.8000
Matlab GP	20704	NA
MajorityVote	20704	0.5000
MergeEnoughVotes(1)	20704	0.9000
MajorityVoteWithNN(0.5)	20704	0.9000
Matlab GP	20704	1.0000
MajorityVote	20704	0.7000
MergeEnoughVotes(1)	20704	0.9000
MajorityVoteWithNN(0.5)	20704	0.7000
Matlab GP	20704	0.9000
MajorityVote	20704	0.6000
