A	115	3833508060018156161	MV	20910	0.5333
A	116	3833508060018156161	MV	20910	0.4000
A	117	3833508060018156161	MV	20910	0.6667
A	118	3833508060018156161	MV	20910	0.6000
A	119	3833508060018156161	MV	20910	0.4000
A	120	3833508060018156161	MV	20910	0.5333
A	121	3833508060018156161	MV	20910	0.6000
A	122	3833508060018156161	MV	20910	0.4667
A	123	3833508060018156161	MV	20910	0.4000
A	124	3833508060018156161	MV	20910	0.6000
A	125	3833508060018156161	MV	20910	0.5333
A	126	3833508060018156161	MV	20910	0.4667
A	127	3833508060018156161	MV	20910	0.5333
A	128	3833508060018156161	MV	20910	0.6000
A	129	3833508060018156161	MV	20910	0.5333
A	130	3833508060018156161	MV	20910	0.6000
A	131	3833508060018156161	MV	20910	0.6667
A	132	3833508060018156161	MV	20910	0.5333
A	133	3833508060018156161	MV	20910	0.5333
A	134	3833508060018156161	MV	20910	0.5333
A	135	3833508060018156161	MV	20910	0.5333
A	136	3833508060018156161	MV	20910	0.5333
A	137	3833508060018156161	MV	20910	0.7333
A	138	3833508060018156161	MV	20910	0.6000
A	115	6551675098328124434	MV	20910	0.8000
A	116	6551675098328124434	MV	20910	0.6667
A	117	6551675098328124434	MV	20910	0.6667
A	118	6551675098328124434	MV	20910	0.8000
A	119	6551675098328124434	MV	20910	0.7333
A	120	6551675098328124434	MV	20910	0.8000
A	121	6551675098328124434	MV	20910	0.6000
A	122	6551675098328124434	MV	20910	0.7333
A	123	6551675098328124434	MV	20910	0.6667
A	124	6551675098328124434	MV	20910	0.8667
A	125	6551675098328124434	MV	20910	0.7333
A	126	6551675098328124434	MV	20910	0.6000
A	127	6551675098328124434	MV	20910	0.8000
A	128	6551675098328124434	MV	20910	0.8000
A	129	6551675098328124434	MV	20910	0.9333
A	130	6551675098328124434	MV	20910	0.6667
A	131	6551675098328124434	MV	20910	0.8000
A	132	6551675098328124434	MV	20910	0.6667
A	133	6551675098328124434	MV	20910	0.7333
A	134	6551675098328124434	MV	20910	0.8000
A	135	6551675098328124434	MV	20910	0.8000
A	136	6551675098328124434	MV	20910	0.8667
A	137	6551675098328124434	MV	20910	0.8667
A	138	6551675098328124434	MV	20910	0.8000
A	115	629976139939985244	MV	20910	0.5333
A	116	629976139939985244	MV	20910	0.7333
A	117	629976139939985244	MV	20910	0.6000
A	118	629976139939985244	MV	20910	0.4000
A	119	629976139939985244	MV	20910	0.7333
A	120	629976139939985244	MV	20910	0.8000
A	121	629976139939985244	MV	20910	0.6000
A	122	629976139939985244	MV	20910	0.6667
A	123	629976139939985244	MV	20910	0.6667
A	124	629976139939985244	MV	20910	0.7333
A	125	629976139939985244	MV	20910	0.7333
A	126	629976139939985244	MV	20910	0.6000
A	127	629976139939985244	MV	20910	0.6667
A	128	629976139939985244	MV	20910	0.6000
A	129	629976139939985244	MV	20910	0.7333
A	130	629976139939985244	MV	20910	0.6000
A	131	629976139939985244	MV	20910	0.6667
A	132	629976139939985244	MV	20910	0.6000
A	133	629976139939985244	MV	20910	0.6000
A	134	629976139939985244	MV	20910	0.4667
A	135	629976139939985244	MV	20910	0.6000
A	136	629976139939985244	MV	20910	0.7333
A	137	629976139939985244	MV	20910	0.5333
A	138	629976139939985244	MV	20910	0.6000
A	115	2909400838977722343	MV	20910	0.6000
A	116	2909400838977722343	MV	20910	0.7333
A	117	2909400838977722343	MV	20910	0.6667
A	118	2909400838977722343	MV	20910	0.6000
A	119	2909400838977722343	MV	20910	0.5333
A	120	2909400838977722343	MV	20910	0.8000
A	121	2909400838977722343	MV	20910	0.8000
A	122	2909400838977722343	MV	20910	0.8667
A	123	2909400838977722343	MV	20910	0.6667
A	124	2909400838977722343	MV	20910	0.6667
A	125	2909400838977722343	MV	20910	0.6667
A	126	2909400838977722343	MV	20910	0.6000
A	127	2909400838977722343	MV	20910	0.6667
A	128	2909400838977722343	MV	20910	0.8000
A	129	2909400838977722343	MV	20910	0.7333
A	130	2909400838977722343	MV	20910	0.7333
A	131	2909400838977722343	MV	20910	0.7333
A	132	2909400838977722343	MV	20910	0.7333
A	133	2909400838977722343	MV	20910	0.7333
A	134	2909400838977722343	MV	20910	0.7333
A	135	2909400838977722343	MV	20910	0.6667
A	136	2909400838977722343	MV	20910	0.6667
A	137	2909400838977722343	MV	20910	0.6667
A	138	2909400838977722343	MV	20910	0.8000
A	115	1928295625535510930	MV	20910	0.7333
A	116	1928295625535510930	MV	20910	0.8000
A	117	1928295625535510930	MV	20910	0.8667
A	118	1928295625535510930	MV	20910	0.6000
A	119	1928295625535510930	MV	20910	0.9333
A	120	1928295625535510930	MV	20910	0.7333
A	121	1928295625535510930	MV	20910	0.8000
A	122	1928295625535510930	MV	20910	0.7333
A	123	1928295625535510930	MV	20910	0.8667
A	124	1928295625535510930	MV	20910	0.8000
A	125	1928295625535510930	MV	20910	0.7333
A	126	1928295625535510930	MV	20910	0.8667
A	127	1928295625535510930	MV	20910	0.7333
A	128	1928295625535510930	MV	20910	0.8000
A	129	1928295625535510930	MV	20910	0.8000
A	130	1928295625535510930	MV	20910	0.9333
A	131	1928295625535510930	MV	20910	0.8000
A	132	1928295625535510930	MV	20910	0.8000
A	133	1928295625535510930	MV	20910	0.9333
A	134	1928295625535510930	MV	20910	0.8000
A	135	1928295625535510930	MV	20910	0.8000
A	136	1928295625535510930	MV	20910	0.8000
A	137	1928295625535510930	MV	20910	0.6667
A	138	1928295625535510930	MV	20910	0.7333
A	115	2464421838551670428	MV	20910	0.8000
A	116	2464421838551670428	MV	20910	0.7333
A	117	2464421838551670428	MV	20910	0.6000
A	118	2464421838551670428	MV	20910	0.8000
A	119	2464421838551670428	MV	20910	0.8000
A	120	2464421838551670428	MV	20910	0.7333
A	121	2464421838551670428	MV	20910	0.8000
A	122	2464421838551670428	MV	20910	0.7333
A	123	2464421838551670428	MV	20910	0.7333
A	124	2464421838551670428	MV	20910	0.6667
A	125	2464421838551670428	MV	20910	0.7333
A	126	2464421838551670428	MV	20910	0.8000
A	127	2464421838551670428	MV	20910	0.6667
A	128	2464421838551670428	MV	20910	0.8000
A	129	2464421838551670428	MV	20910	0.6667
A	130	2464421838551670428	MV	20910	0.6667
A	131	2464421838551670428	MV	20910	0.6667
A	132	2464421838551670428	MV	20910	0.6667
A	133	2464421838551670428	MV	20910	0.6667
A	134	2464421838551670428	MV	20910	0.6000
A	135	2464421838551670428	MV	20910	0.8000
A	136	2464421838551670428	MV	20910	0.6667
A	137	2464421838551670428	MV	20910	0.7333
A	138	2464421838551670428	MV	20910	0.6667
A	115	2445612476054354200	MV	20910	0.6667
A	116	2445612476054354200	MV	20910	0.3333
A	117	2445612476054354200	MV	20910	0.5333
A	118	2445612476054354200	MV	20910	0.4667
A	119	2445612476054354200	MV	20910	0.7333
A	120	2445612476054354200	MV	20910	0.6000
A	121	2445612476054354200	MV	20910	0.6667
A	122	2445612476054354200	MV	20910	0.5333
A	123	2445612476054354200	MV	20910	0.7333
A	124	2445612476054354200	MV	20910	0.5333
A	125	2445612476054354200	MV	20910	0.8000
A	126	2445612476054354200	MV	20910	0.6667
A	127	2445612476054354200	MV	20910	0.6667
A	128	2445612476054354200	MV	20910	0.6667
A	129	2445612476054354200	MV	20910	0.6000
A	130	2445612476054354200	MV	20910	0.5333
A	131	2445612476054354200	MV	20910	0.6667
A	132	2445612476054354200	MV	20910	0.8000
A	133	2445612476054354200	MV	20910	0.6667
A	134	2445612476054354200	MV	20910	0.6667
A	135	2445612476054354200	MV	20910	0.6000
A	136	2445612476054354200	MV	20910	0.6000
A	137	2445612476054354200	MV	20910	0.5333
A	138	2445612476054354200	MV	20910	0.6000
